Sentence#	Word	POS	Tag
	of	IN	O
	a	DT	O
	Phase	NNP	B-event
	A	NNP	I-event
	is	VBZ	O
	System	NNP	B-opcon
	concept	JJ	I-opcon
	definition	NN	I-opcon
	in	IN	O
	the	DT	O
	form	NN	O
	of	IN	O
	simulations	NNS	B-opcon
	,	,	O
	analysis	NN	B-opcon
	,	,	O
	engineering	NN	B-opcon
	models	NNS	I-opcon
	and	CC	O
	mock	NN	B-opcon
	ups	NNS	I-opcon
	,	,	O
	and	CC	O
	trade	NN	B-opcon
	study	NN	I-opcon
	definition	NN	O
Sentence:2099	Phase	NN	B-event
	B	NNP	I-event
	is	VBZ	O
	defined	VBN	O
	as	IN	O
	Preliminary	NNP	O
	Design	NNP	B-opcon
	and	CC	O
	Technology	NNP	O
	Completion	NNP	O
	whose	WP$	O
	purpose	NN	O
	is	VBZ	O
	to	TO	O
	define	VB	O
	the	DT	O
	project	NN	B-seterm
	in	IN	O
	enough	JJ	O
	detail	NN	O
	to	TO	O
	establish	VB	B-seterm
	an	DT	O
	initial	JJ	O
	baseline	NN	B-opcon
	capable	JJ	O
	of	IN	O
	meeting	VBG	O
	mission	NN	B-seterm
	needs	NNS	B-opcon
	.	.	O
Sentence:2100	Develop	NNP	O
	system	NN	B-opcon
	structure	NN	I-opcon
	end	NN	B-syscon
	product	NN	I-syscon
	and	CC	O
	enabling	VBG	O
	product	NN	B-syscon
	requirements	NNS	B-opcon
	and	CC	O
	generate	VB	O
	a	DT	O
	preliminary	JJ	O
	design	NN	B-opcon
	for	IN	O
	each	DT	O
	system	NN	B-opcon
	structure	NN	I-opcon
	end	NN	B-syscon
	product	NN	I-syscon
	.	.	O
Sentence:2101	Conduct	NNP	O
	launch	NN	O
	vehicle	NN	O
	performance	NN	B-mea
	assessment	NN	O
	.	.	O
Sentence:2102	The	DT	O
	outcomes	NNS	O
	of	IN	O
	a	DT	O
	Phase	NNP	B-event
	B	NNP	I-event
	are	VBP	O
	End	NNP	B-seterm
	products	NNS	I-seterm
	in	IN	O
	the	DT	O
	form	NN	O
	of	IN	O
	mock	NN	B-opcon
	ups	NNS	I-opcon
	,	,	O
	trade	NN	B-opcon
	study	NN	I-opcon
	results	NNS	B-mea
	,	,	O
	specification	NN	B-opcon
	and	CC	O
	interface	NN	O
	documents	NNS	O
	,	,	O
	and	CC	O
	prototypes	NNS	O
	.	.	O
Sentence:2103	Phase	NNP	B-event
	C	NNP	I-event
	is	VBZ	O
	defined	VBN	O
	as	IN	O
	Final	NNP	O
	Design	NNP	B-opcon
	and	CC	O
	Fabrication	NNP	B-opcon
	whose	WP$	O
	purpose	NN	O
	is	VBZ	O
	to	TO	O
	complete	VB	O
	the	DT	O
	detailed	JJ	O
	design	NN	B-opcon
	of	IN	O
	the	DT	O
	system	NN	B-syscon
	and	CC	O
	its	PRP$	O
	associated	JJ	O
	subsystems	NNS	B-syscon
	,	,	O
	including	VBG	O
	its	PRP$	O
	operations	NNS	B-syscon
	systems	NNS	I-syscon
	,	,	O
	fabricate	NN	O
	hardware	NN	B-syscon
	,	,	O
	and	CC	O
	code	NN	B-syscon
	software	NN	I-syscon
	.	.	O
Sentence:2104	Generate	NNP	O
	final	JJ	O
	designs	NNS	B-opcon
	for	IN	O
	each	DT	O
	system	NN	B-opcon
	structure	NN	I-opcon
	end	NN	B-syscon
	product	NN	I-syscon
	.	.	O
Sentence:2105	Outcomes	NNS	O
	include	VBP	O
	the	DT	O
	end	NN	B-syscon
	product	NN	I-syscon
	detailed	JJ	O
	designs	NNS	B-opcon
	,	,	O
	end	VBP	B-syscon
	product	NN	I-syscon
	component	NN	I-syscon
	fabrication	NN	B-opcon
	,	,	O
	and	CC	O
	software	NN	B-syscon
	development	NN	B-opcon
	.	.	O
Sentence:2106	During	IN	O
	Phase	NNP	B-event
	A	NNP	I-event
	,	,	O
	the	DT	O
	recursive	JJ	B-opcon
	use	NN	O
	of	IN	O
	the	DT	O
	SE	NNP	B-syscon
	engine	NN	I-syscon
	is	VBZ	O
	continued	VBN	O
	,	,	O
	this	DT	O
	time	NN	B-mea
	taking	VBG	O
	the	DT	O
	concepts	NNS	B-seterm
	and	CC	O
	draft	NN	O
	key	NN	O
	requirements	NNS	B-opcon
	that	WDT	O
	were	VBD	O
	developed	VBN	O
	and	CC	O
	validated	VBN	O
	during	IN	O
	Pre	NNP	B-event
	Phase	NNP	I-event
	A	NNP	I-event
	and	CC	O
	fleshing	VBG	O
	them	PRP	O
	out	IN	O
	to	TO	O
	become	VB	O
	the	DT	O
	set	NN	O
	of	IN	O
	baseline	NN	B-opcon
	system	NN	B-opcon
	requirements	NNS	I-opcon
	and	CC	O
	ConOps	NNP	B-abb
	.	.	O
Sentence:2107	During	IN	O
	this	DT	O
	phase	NN	B-event
	,	,	O
	key	JJ	O
	areas	NNS	O
	of	IN	O
	high	JJ	O
	risk	NN	B-mea
	might	MD	O
	be	VB	O
	simulated	VBN	O
	to	TO	O
	ensure	VB	O
	that	IN	O
	the	DT	O
	concepts	NNS	B-seterm
	and	CC	O
	requirements	NNS	B-opcon
	being	VBG	O
	developed	VBN	O
	are	VBP	O
	good	JJ	O
	ones	NNS	O
	and	CC	O
	to	TO	O
	identify	VB	O
	V	NNP	B-abb
	&	CC	I-abb
	V	NNP	I-abb
	tools	NNS	O
	and	CC	O
	techniques	NNS	O
	that	WDT	O
	will	MD	O
	be	VB	O
	needed	VBN	O
	in	IN	O
	later	JJ	O
	phases	NNS	B-event
	.	.	O
Sentence:2108	During	IN	O
	Phase	NNP	B-event
	B	NNP	I-event
	,	,	O
	the	DT	O
	SE	NNP	B-syscon
	engine	NN	I-syscon
	is	VBZ	O
	applied	VBN	O
	recursively	RB	O
	to	TO	O
	further	RBR	O
	mature	NN	O
	requirements	NNS	B-opcon
	and	CC	O
	designs	NNS	B-opcon
	for	IN	O
	all	DT	O
	products	NNS	B-seterm
	in	IN	O
	the	DT	O
	developing	JJ	O
	product	NN	B-opcon
	tree	NN	I-opcon
	and	CC	O
	perform	VB	O
	V	NNP	B-abb
	&	CC	I-abb
	V	NNP	I-abb
	of	IN	O
	concepts	NNS	B-seterm
	to	TO	O
	ensure	VB	O
	that	IN	O
	the	DT	O
	designs	NNS	B-opcon
	are	VBP	O
	able	JJ	O
	to	TO	O
	meet	VB	O
	their	PRP$	O
	requirements	NNS	B-opcon
	.	.	O
Sentence:2109	Operational	JJ	B-opcon
	designs	NNS	I-opcon
	and	CC	O
	mission	NN	B-opcon
	scenarios	NNS	I-opcon
	are	VBP	O
	evaluated	VBN	O
	and	CC	O
	feasibility	NN	B-mea
	of	IN	I-mea
	execution	NN	I-mea
	within	IN	O
	design	NN	B-opcon
	capabilities	NNS	I-opcon
	and	CC	O
	cost	NN	B-mea
	estimates	NNS	I-mea
	are	VBP	O
	assessed	VBN	O
	.	.	O
Sentence:2110	The	DT	O
	technical	JJ	B-opcon
	management	NN	I-opcon
	processes	NNS	I-opcon
	of	IN	O
	the	DT	O
	SE	NNP	B-syscon
	engine	NN	I-syscon
	are	VBP	O
	used	VBN	O
	in	IN	O
	Phases	NNP	B-event
	E	NNP	I-event
	and	CC	I-event
	F	NNP	I-event
	to	TO	O
	monitor	VB	O
	performance	NN	B-mea
	;	:	O
	control	NN	O
	configuration	NN	B-opcon
	;	:	O
	and	CC	O
	make	VB	O
	decisions	NNS	O
	associated	VBN	O
	with	IN	O
	the	DT	O
	operations	NNS	B-opcon
	,	,	O
	sustaining	VBG	O
	engineering	NN	B-seterm
	,	,	O
	and	CC	O
	closeout	NN	B-event
	of	IN	I-event
	the	DT	I-event
	system	NN	I-event
	.	.	O
Sentence:2111	Any	DT	O
	new	JJ	O
	capabilities	NNS	B-opcon
	or	CC	O
	upgrades	NNS	B-opcon
	of	IN	O
	the	DT	O
	existing	VBG	O
	system	NN	B-syscon
	reenter	VBD	O
	the	DT	O
	SE	NNP	B-syscon
	engine	NN	I-syscon
	as	IN	O
	new	JJ	O
	developments	NNS	B-opcon
	.	.	O
Sentence:2112	The	DT	O
	project	NN	B-grp
	manager	NN	I-grp
	has	VBZ	O
	overall	JJ	O
	responsibility	NN	O
	for	IN	O
	managing	VBG	O
	the	DT	O
	project	NN	B-grp
	team	NN	I-grp
	and	CC	O
	ensuring	VBG	O
	that	IN	O
	the	DT	O
	project	NN	B-seterm
	delivers	VBZ	O
	a	DT	O
	technically	RB	O
	correct	JJ	O
	system	NN	B-syscon
	within	IN	O
	cost	NN	B-mea
	and	CC	O
	schedule	NN	B-opcon
	.	.	O
Sentence:2113	Commission	NNP	O
	and	CC	O
	activate	VB	O
	science	NN	O
	instruments	NNS	O
Sentence:2114	The	DT	O
	program	NN	B-opcon
	Formulation	NNP	B-event
	Phase	NNP	I-event
	establishes	VBZ	O
	a	DT	O
	cost	NN	B-mea
	effective	JJ	I-mea
	program	NN	B-opcon
	that	WDT	O
	is	VBZ	O
	demonstrably	RB	O
	capable	JJ	O
	of	IN	O
	meeting	NN	O
	Agency	NNP	O
	and	CC	O
	mission	NN	B-seterm
	directorate	NN	O
	goals	NNS	O
	and	CC	O
	objectives	NNS	B-opcon
	.	.	O
Sentence:2115	The	DT	O
	program	NN	B-opcon
	FAD	NNP	O
	authorizes	VBZ	O
	a	DT	O
	PM	NNP	O
	to	TO	O
	initiate	VB	O
	the	DT	O
	planning	NN	O
	of	IN	O
	a	DT	O
	new	JJ	O
	program	NN	B-opcon
	and	CC	O
	to	TO	O
	perform	VB	O
	the	DT	O
	analyses	NNS	O
	required	VBN	O
	to	TO	O
	formulate	VB	O
	a	DT	O
	sound	NN	O
	program	NN	B-opcon
	plan	NN	O
	.	.	O
Sentence:2116	The	DT	O
	lead	JJ	O
	SER	NNP	B-abb
	provides	VBZ	O
	the	DT	O
	technical	JJ	B-opcon
	planning	NN	I-opcon
	and	CC	O
	concept	NN	B-seterm
	development	NN	B-opcon
	or	CC	O
	this	DT	O
	phase	NN	B-event
	of	IN	O
	the	DT	O
	program	NN	B-opcon
	life	NN	B-opcon
	cycle	NN	I-opcon
	.	.	O
Sentence:2117	Planning	VBG	O
	includes	VBZ	O
	identifying	VBG	O
	the	DT	O
	major	JJ	O
	technical	JJ	B-opcon
	reviews	NNS	I-opcon
	that	WDT	O
	are	VBP	O
	needed	VBN	O
	and	CC	O
	associated	VBN	O
	entrance	NN	O
	and	CC	O
	exit	NN	O
	criteria	NNS	O
	.	.	O
Sentence:2118	Major	JJ	O
	reviews	NNS	O
	leading	VBG	O
	to	TO	O
	approval	NN	B-opcon
	at	IN	O
	KDP	NNP	O
	I	PRP	O
	are	VBP	O
	the	DT	O
	SRR	NNP	O
	,	,	O
	SDR	NNP	O
	,	,	O
	PDR	NNP	O
	,	,	O
	and	CC	O
	governing	VBG	O
	PMC	NNP	O
	review	NN	O
	.	.	O
Sentence:2119	In	IN	O
	Phase	NNP	B-event
	A	NNP	I-event
	,	,	O
	the	DT	O
	effort	NN	O
	focuses	VBZ	O
	on	IN	O
	allocating	VBG	O
	functions	NNS	B-opcon
	to	TO	O
	particular	JJ	O
	items	NNS	O
	of	IN	O
	hardware	NN	B-syscon
	,	,	O
	software	NN	B-syscon
	,	,	O
	and	CC	O
	to	TO	O
	humans	NNS	B-grp
	.	.	O
Sentence:2120	System	NNP	B-syscon
	functional	JJ	B-opcon
	and	CC	O
	performance	NN	B-opcon
	requirements	NNS	I-opcon
	,	,	O
	along	IN	O
	with	IN	O
	architectures	NNS	O
	and	CC	O
	designs	NNS	B-opcon
	,	,	O
	become	JJ	O
	firm	NN	O
	as	IN	O
	system	NN	B-syscon
	tradeoffs	NNS	B-seterm
	and	CC	O
	subsystem	NN	O
	tradeoffs	NNS	B-seterm
	iterate	VBP	O
	back	RB	O
	and	CC	O
	forth	NN	O
	,	,	O
	while	IN	O
	collaborating	VBG	O
	with	IN	O
	SMEs	NNP	O
	in	IN	O
	the	DT	O
	effort	NN	O
	to	TO	O
	seek	VB	O
	out	RP	O
	more	JJR	O
	cost	NN	B-mea
	effective	JJ	I-mea
	designs	NNS	B-opcon
	.	.	O
Sentence:2121	Trade	NNP	O
	studies	NNS	O
	should	MD	O
	precede	VB	O
	rather	RB	O
	than	IN	O
	follow	VB	O
	system	NN	B-syscon
	design	NN	B-opcon
	decisions	NNS	O
	.	.	O
Sentence:2122	Phase	NNP	B-event
	C	NNP	I-event
	contains	VBZ	O
	a	DT	O
	series	NN	O
	of	IN	O
	CDRs	NNP	O
	containing	VBG	O
	the	DT	O
	system	NN	B-syscon
	level	NN	O
	CDR	NNP	O
	and	CC	O
	CDRs	NNP	O
	corresponding	VBG	O
	to	TO	O
	the	DT	O
	different	JJ	O
	levels	NNS	O
	of	IN	O
	the	DT	O
	system	NN	B-syscon
	hierarchy	NN	O
	.	.	O
Sentence:2123	A	DT	O
	CDR	NNP	O
	for	IN	O
	each	DT	O
	end	NN	O
	item	NN	O
	should	MD	O
	be	VB	O
	held	VBN	O
	prior	RB	O
	to	TO	O
	the	DT	O
	start	NN	O
	of	IN	O
	fabrication	NN	B-opcon
	production	NN	O
	for	IN	O
	hardware	NN	B-syscon
	and	CC	O
	prior	RB	O
	to	TO	O
	the	DT	O
	start	NN	O
	of	IN	O
	coding	NN	O
	of	IN	O
	deliverable	JJ	O
	software	NN	B-syscon
	products	NNS	B-seterm
	.	.	O
Sentence:2124	for	IN	O
	terminating	VBG	O
	an	DT	O
	operating	NN	O
	mission	NN	B-seterm
	.	.	O
Sentence:2125	Typically	RB	O
	,	,	O
	the	DT	O
	sequence	NN	O
	of	IN	O
	CDRs	NNP	O
	reflects	VBZ	O
	the	DT	O
	integration	NN	B-opcon
	process	NN	B-opcon
	that	WDT	O
	will	MD	O
	occur	VB	O
	in	IN	O
	the	DT	O
	next	JJ	O
	phase	NN	B-event
	;	:	O
	that	WDT	O
	is	VBZ	O
	,	,	O
	from	IN	O
	lower	JJR	O
	level	NN	O
	CDRs	NNP	O
	to	TO	O
	the	DT	O
	system	NN	B-syscon
	level	NN	O
	CDR	NNP	O
	.	.	O
Sentence:2126	Projects	NNS	B-seterm
	,	,	O
	however	RB	O
	,	,	O
	should	MD	O
	tailor	VB	O
	the	DT	O
	sequencing	NN	O
	of	IN	O
	the	DT	O
	reviews	NNS	O
	to	TO	O
	meet	VB	O
	the	DT	O
	needs	NNS	B-opcon
	of	IN	O
	the	DT	O
	project	NN	B-seterm
	.	.	O
Sentence:2127	If	IN	O
	there	EX	O
	is	VBZ	O
	a	DT	O
	production	NN	O
	run	NN	O
	of	IN	O
	products	NNS	B-seterm
	,	,	O
	a	DT	O
	PRR	NNP	O
	will	MD	O
	be	VB	O
	performed	VBN	O
	to	TO	O
	ensure	VB	O
	the	DT	O
	production	NN	O
	plans	NNS	O
	,	,	O
	facilities	NNS	B-syscon
	,	,	O
	and	CC	O
	personnel	NNS	B-grp
	are	VBP	O
	ready	JJ	O
	to	TO	O
	begin	VB	O
	production	NN	O
	.	.	O
Sentence:2128	Phase	NNP	B-event
	C	NNP	I-event
	culminates	VBZ	O
	with	IN	O
	an	DT	O
	SIR	NNP	O
	.	.	O
Sentence:2129	For	IN	O
	LEO	NNP	O
	missions	NNS	O
	,	,	O
	the	DT	O
	satellite	NN	O
	is	VBZ	O
	usually	RB	O
	deorbited	VBN	O
	.	.	O
Sentence:2130	For	IN	O
	small	JJ	O
	satellites	NNS	O
	,	,	O
	this	DT	O
	is	VBZ	O
	accomplished	VBN	O
	by	IN	O
	allowing	VBG	O
	the	DT	O
	orbit	NN	O
	to	TO	O
	slowly	VB	O
	decay	NN	O
	until	IN	O
	the	DT	O
	satellite	NN	O
	eventually	RB	O
	burns	VBZ	O
	up	RP	O
	in	IN	O
	Earth	NNP	O
	s	NN	O
	atmosphere	RB	O
	.	.	O
Sentence:2131	Larger	JJR	O
	,	,	O
	more	RBR	O
	massive	JJ	O
	satellites	NNS	O
	and	CC	O
	observatories	NNS	O
	should	MD	O
	be	VB	O
	designed	VBN	O
	to	TO	O
	demise	VB	O
	or	CC	O
	deorbit	VB	O
	in	IN	O
	a	DT	O
	controlled	JJ	O
	manner	NN	O
	so	IN	O
	that	IN	O
	they	PRP	O
	can	MD	O
	be	VB	O
	safely	RB	O
	targeted	VBN	O
	for	IN	O
	impact	NN	O
	in	IN	O
	a	DT	O
	remote	JJ	O
	area	NN	O
	of	IN	O
	the	DT	O
	ocean	NN	O
	.	.	O
Sentence:2132	It	PRP	O
	establishes	VBZ	O
	baseline	JJ	B-opcon
	criteria	NNS	O
	that	WDT	O
	enable	VBP	O
	users	NNS	B-grp
	to	TO	O
	define	VB	O
	the	DT	O
	risk	NN	B-mea
	classification	NN	O
	level	NN	O
	for	IN	O
	NASA	NNP	B-org
	payloads	NNS	O
	on	IN	O
	human	NN	O
	or	CC	O
	nonhuman	NN	O
	rated	VBN	O
	launch	JJ	O
	systems	NNS	B-syscon
	or	CC	O
	carrier	NN	O
	vehicles	NNS	O
	.	.	O
Sentence:2133	It	PRP	O
	is	VBZ	O
	also	RB	O
	a	DT	O
	starting	NN	O
	point	NN	O
	for	IN	O
	understanding	VBG	O
	and	CC	O
	defining	VBG	O
	criteria	NNS	O
	for	IN	O
	tailoring	VBG	B-opcon
	.	.	O
Sentence:2134	The	DT	O
	system	NN	B-syscon
	design	NN	B-opcon
	processes	NNS	B-seterm
	are	VBP	O
	interdependent	JJ	O
	,	,	O
	highly	RB	O
	iterative	JJ	B-opcon
	and	CC	O
	recursive	JJ	B-opcon
	processes	NNS	B-seterm
	resulting	VBG	O
	in	IN	O
	a	DT	O
	validated	JJ	O
	set	NN	O
	of	IN	O
	requirements	NNS	B-opcon
	and	CC	O
	a	DT	O
	design	NN	B-opcon
	solution	NN	I-opcon
	that	IN	O
	satisfies	VBZ	O
	a	DT	O
	set	NN	O
	of	IN	O
	stakeholder	NN	B-mea
	expectations	NNS	I-mea
	.	.	O
Sentence:2135	Alternatively	RB	O
	,	,	O
	technological	JJ	O
	advances	NNS	O
	may	MD	O
	make	VB	O
	it	PRP	O
	uneconomical	JJ	O
	to	TO	O
	continue	VB	O
	operating	VBG	O
	the	DT	O
	system	NN	B-syscon
	either	RB	O
	in	IN	O
	its	PRP$	O
	current	JJ	O
	configuration	NN	B-opcon
	or	CC	O
	an	DT	O
	improved	JJ	O
	one	CD	B-cardinal
	.	.	O
Sentence:2136	There	EX	O
	are	VBP	O
	four	CD	O
	system	NN	B-syscon
	design	NN	B-opcon
	processes	VBZ	B-seterm
	:	:	O
	developing	VBG	O
	stakeholder	NN	B-mea
	expectations	NNS	I-mea
	,	,	O
	technical	JJ	B-opcon
	requirements	NNS	I-opcon
	,	,	O
	logical	JJ	O
	decompositions	NNS	O
	,	,	O
	and	CC	O
	design	NN	B-opcon
	solutions	NNS	I-opcon
	.	.	O
Sentence:2137	The	DT	O
	Stakeholder	NNP	B-opcon
	Expectations	NNP	I-opcon
	Definition	NNP	I-opcon
	Process	NNP	I-opcon
	is	VBZ	O
	the	DT	O
	initial	JJ	O
	process	NN	B-opcon
	within	IN	O
	the	DT	O
	SE	NNP	B-syscon
	engine	NN	I-syscon
	that	WDT	O
	establishes	VBZ	O
	the	DT	O
	foundation	NN	O
	from	IN	O
	which	WDT	O
	the	DT	O
	system	NN	B-syscon
	is	VBZ	O
	designed	VBN	O
	and	CC	O
	the	DT	O
	product	NN	B-syscon
	is	VBZ	O
	realized	VBN	O
	.	.	O
Sentence:2138	The	DT	O
	main	JJ	O
	purpose	NN	O
	of	IN	O
	this	DT	O
	process	NN	B-opcon
	is	VBZ	O
	to	TO	O
	identify	VB	O
	who	WP	O
	the	DT	O
	stakeholders	NNS	B-grp
	are	VBP	O
	and	CC	O
	how	WRB	O
	they	PRP	O
	intend	VBP	O
	to	TO	O
	use	VB	O
	the	DT	O
	product	NN	B-syscon
	.	.	O
Sentence:2139	This	DT	O
	is	VBZ	O
	usually	RB	O
	accomplished	VBN	O
	through	IN	O
	use	NN	O
	case	NN	O
	scenarios	NNS	O
	sometimes	RB	O
	referred	VBD	O
	to	TO	O
	as	IN	O
	DRMs	NNP	O
	and	CC	O
	the	DT	O
	ConOps	NNP	B-abb
	.	.	O
Sentence:2140	NGOs	NNP	O
	provide	VBP	O
	a	DT	O
	mechanism	NN	O
	to	TO	O
	ensure	VB	O
	that	IN	O
	everyone	NN	O
	implementer	NN	O
	,	,	O
	customer	NN	B-grp
	,	,	O
	and	CC	O
	other	JJ	O
	stakeholders	NNS	B-grp
	is	VBZ	O
	in	IN	O
	agreement	NN	O
	at	IN	O
	the	DT	O
	beginning	NN	O
	of	IN	O
	a	DT	O
	project	NN	B-seterm
	in	IN	O
	terms	NNS	O
	of	IN	O
	defining	VBG	O
	the	DT	O
	problem	NN	O
	that	WDT	O
	needs	VBZ	B-opcon
	to	TO	O
	be	VB	O
	solved	VBN	O
	and	CC	O
	its	PRP$	O
	scope	NN	O
	.	.	O
Sentence:2141	NGOs	NNP	O
	are	VBP	O
	not	RB	O
	contractual	JJ	O
	requirements	NNS	B-opcon
	or	CC	O
	designs	NNS	B-opcon
	.	.	O
Sentence:2142	The	DT	O
	ConOps	NNP	B-abb
	is	VBZ	O
	an	DT	O
	important	JJ	O
	component	NN	O
	in	IN	O
	capturing	VBG	O
	stakeholder	NN	B-mea
	expectations	NNS	I-mea
	and	CC	O
	is	VBZ	O
	used	VBN	O
	in	IN	O
	defining	VBG	O
	requirements	NNS	B-opcon
	and	CC	O
	the	DT	O
	architecture	NN	B-opcon
	of	IN	O
	a	DT	O
	project	NN	B-seterm
	.	.	O
Sentence:2143	It	PRP	O
	stimulates	VBZ	O
	the	DT	O
	development	NN	B-opcon
	of	IN	O
	the	DT	O
	requirements	NNS	B-opcon
	and	CC	O
	architecture	NN	B-opcon
	related	VBN	O
	to	TO	O
	the	DT	O
	user	JJ	B-grp
	elements	NNS	O
	of	IN	O
	the	DT	O
	system	NN	B-syscon
	.	.	O
Sentence:2144	It	PRP	O
	serves	VBZ	O
	as	IN	O
	the	DT	O
	basis	NN	O
	for	IN	O
	subsequent	JJ	O
	definition	NN	O
	documents	NNS	O
	such	JJ	O
	as	IN	O
	the	DT	O
	operations	NNS	B-opcon
	plan	NN	O
	,	,	O
	launch	NN	O
	and	CC	O
	early	JJ	O
	orbit	NN	O
	plan	NN	O
	,	,	O
	and	CC	O
	operations	NNS	B-opcon
	handbook	NN	O
	,	,	O
	and	CC	O
	it	PRP	O
	provides	VBZ	O
	the	DT	O
	foundation	NN	O
	for	IN	O
	the	DT	O
	long	JJ	O
	range	NN	O
	operational	JJ	B-opcon
	planning	NN	O
	activities	NNS	O
	such	JJ	O
	as	IN	O
	operational	JJ	B-opcon
	facilities	NNS	B-syscon
	,	,	O
	staffing	NN	O
	,	,	O
	and	CC	O
	network	NN	O
	scheduling	NN	O
	.	.	O
Sentence:2145	These	DT	O
	different	JJ	O
	review	NN	O
	cycles	NNS	O
	all	DT	O
	support	VBP	O
	the	DT	O
	same	JJ	O
	basic	JJ	O
	goals	NNS	O
	but	CC	O
	with	IN	O
	differing	VBG	O
	formats	NNS	O
	and	CC	O
	formalities	NNS	O
	based	VBN	O
	on	IN	O
	the	DT	O
	particular	JJ	O
	program	NN	B-opcon
	or	CC	O
	project	NN	B-seterm
	needs	NNS	B-opcon
	.	.	O
Sentence:2146	For	IN	O
	LEO	NNP	O
	missions	NNS	O
	,	,	O
	the	DT	O
	satellite	NN	O
	is	VBZ	O
	usually	RB	O
	deorbited	VBN	O
	.	.	O
Sentence:2147	Not	RB	O
	all	DT	O
	decisions	NNS	O
	require	VBP	O
	the	DT	O
	same	JJ	O
	amount	NN	O
	of	IN	O
	analysis	NN	B-opcon
	effort	NN	O
	.	.	O
Sentence:2148	The	DT	O
	level	NN	O
	and	CC	O
	rigor	NN	O
	required	VBN	O
	in	IN	O
	a	DT	O
	specific	JJ	O
	situation	NN	O
	depend	VBP	O
	essentially	RB	O
	on	IN	O
	how	WRB	O
	clear	JJ	O
	cut	VBD	O
	the	DT	O
	decision	NN	O
	is	VBZ	O
	.	.	O
Sentence:2149	If	IN	O
	there	EX	O
	is	VBZ	O
	enough	JJ	O
	uncertainty	NN	O
	in	IN	O
	the	DT	O
	alternatives	NNS	O
	performance	NN	B-mea
	that	IN	O
	the	DT	O
	decision	NN	O
	might	MD	O
	change	VB	O
	if	IN	O
	that	DT	O
	uncertainty	NN	O
	were	VBD	O
	to	TO	O
	be	VB	O
	reduced	VBN	O
	,	,	O
	then	RB	O
	consideration	NN	O
	needs	NNS	B-opcon
	to	TO	O
	be	VB	O
	given	VBN	O
	to	TO	O
	reducing	VBG	O
	that	DT	O
	uncertainty	NN	O
	.	.	O
Sentence:2150	Decisions	NNS	O
	are	VBP	O
	based	VBN	O
	on	IN	O
	facts	NNS	O
	,	,	O
	qualitative	JJ	O
	and	CC	O
	quantitative	JJ	O
	data	NNS	O
	,	,	O
	engineering	NN	B-seterm
	judgment	NN	O
	,	,	O
	and	CC	O
	open	JJ	O
	communications	NNS	O
	to	TO	O
	facilitate	VB	O
	the	DT	O
	flow	NN	O
	of	IN	O
	information	NN	O
	throughout	IN	O
	the	DT	O
	hierarchy	NN	O
	of	IN	O
	forums	NNS	O
	where	WRB	O
	technical	JJ	B-opcon
	analyses	NNS	O
	and	CC	O
	evaluations	NNS	O
	are	VBP	O
	presented	VBN	O
	and	CC	O
	assessed	VBN	O
	and	CC	O
	where	WRB	O
	decisions	NNS	O
	are	VBP	O
	made	VBN	O
	.	.	O
Sentence:2151	The	DT	O
	extent	NN	O
	of	IN	O
	technical	JJ	B-opcon
	analysis	NN	B-opcon
	and	CC	O
	evaluation	NN	B-opcon
	required	VBN	O
	should	MD	O
	be	VB	O
	commensurate	NN	O
	with	IN	O
	the	DT	O
	consequences	NNS	O
	of	IN	O
	the	DT	O
	issue	NN	O
	requiring	VBG	O
	a	DT	O
	decision	NN	O
	.	.	O
Sentence:2152	The	DT	O
	work	NN	O
	required	VBN	O
	to	TO	O
	conduct	VB	O
	a	DT	O
	formal	JJ	O
	evaluation	NN	B-opcon
	is	VBZ	O
	significant	JJ	O
	and	CC	O
	applicability	NN	O
	should	MD	O
	be	VB	O
	based	VBN	O
	on	IN	O
	the	DT	O
	nature	NN	O
	of	IN	O
	the	DT	O
	problem	NN	O
	TBR	NNP	O
	.	.	O
Sentence:2153	It	PRP	O
	is	VBZ	O
	important	JJ	O
	to	TO	O
	understand	VB	O
	the	DT	O
	decision	NN	O
	needed	VBN	O
	in	IN	O
	the	DT	O
	context	NN	O
	of	IN	O
	the	DT	O
	mission	NN	B-seterm
	and	CC	O
	system	NN	B-syscon
	,	,	O
	which	WDT	O
	requires	VBZ	O
	knowledge	NN	O
	of	IN	O
	the	DT	O
	intended	JJ	O
	outcome	NN	O
	in	IN	O
	terms	NNS	O
	of	IN	O
	technical	JJ	B-opcon
	performance	NN	B-mea
	,	,	O
	cost	NN	B-mea
	,	,	O
	and	CC	O
	schedule	NN	B-opcon
	.	.	O
Sentence:2154	A	DT	O
	part	NN	O
	of	IN	O
	this	DT	O
	understanding	NN	O
	is	VBZ	O
	the	DT	O
	definition	NN	O
	of	IN	O
	the	DT	O
	decision	NN	O
	criteria	NNS	O
	,	,	O
	or	CC	O
	the	DT	O
	measures	NNS	O
	that	WDT	O
	are	VBP	O
	important	JJ	O
	to	TO	O
	characterize	VB	O
	the	DT	O
	options	NNS	O
	for	IN	O
	making	VBG	O
	a	DT	O
	decision	NN	O
	.	.	O
Sentence:2155	The	DT	O
	specific	JJ	O
	decision	NN	O
	making	NN	O
	body	NN	O
	,	,	O
	whether	IN	O
	the	DT	O
	program	NN	B-opcon
	project	NN	B-grp
	manager	NN	I-grp
	,	,	O
	chief	NN	O
	engineer	NN	O
	,	,	O
	line	NN	O
	management	NN	O
