Word	Tag
is	O
used	O
in	O
defining	O
requirements	B-opcon
and	O
the	O
architecture	B-opcon
of	O
a	O
project	B-seterm
.	O
It	O
stimulates	O
the	O
development	B-opcon
of	O
the	O
requirements	B-opcon
and	O
architecture	B-opcon
related	O
to	O
the	O
user	B-grp
elements	O
of	O
the	O
system	B-syscon
.	O
It	O
serves	O
as	O
the	O
basis	O
for	O
subsequent	O
definition	O
documents	O
such	O
as	O
the	O
operations	B-opcon
plan	O
,	O
launch	O
and	O
early	O
orbit	O
plan	O
,	O
and	O
operations	B-opcon
handbook	O
,	O
and	O
it	O
provides	O
the	O
foundation	O
for	O
the	O
long	O
range	O
operational	B-opcon
planning	O
activities	O
such	O
as	O
operational	B-opcon
facilities	B-syscon
,	O
staffing	O
,	O
and	O
network	O
scheduling	O
.	O
These	O
different	O
review	O
cycles	O
all	O
support	O
the	O
same	O
basic	O
goals	O
but	O
with	O
differing	O
formats	O
and	O
formalities	O
based	O
on	O
the	O
particular	O
program	B-opcon
or	O
project	B-seterm
needs	B-opcon
.	O
For	O
LEO	O
missions	O
,	O
the	O
satellite	O
is	O
usually	O
deorbited	O
.	O
Not	O
all	O
decisions	O
require	O
the	O
same	O
amount	O
of	O
analysis	B-opcon
effort	O
.	O
The	O
level	O
and	O
rigor	O
required	O
in	O
a	O
specific	O
situation	O
depend	O
essentially	O
on	O
how	O
clear	O
cut	O
the	O
decision	O
is	O
.	O
If	O
there	O
is	O
enough	O
uncertainty	O
in	O
the	O
alternatives	O
performance	B-mea
that	O
the	O
decision	O
might	O
change	O
if	O
that	O
uncertainty	O
were	O
to	O
be	O
reduced	O
,	O
then	O
consideration	O
needs	B-opcon
to	O
be	O
given	O
to	O
reducing	O
that	O
uncertainty	O
.	O
Decisions	O
are	O
based	O
on	O
facts	O
,	O
qualitative	O
and	O
quantitative	O
data	O
,	O
engineering	B-seterm
judgment	O
,	O
and	O
open	O
communications	O
to	O
facilitate	O
the	O
flow	O
of	O
information	O
throughout	O
the	O
hierarchy	O
of	O
forums	O
where	O
technical	B-opcon
analyses	O
and	O
evaluations	O
are	O
presented	O
and	O
assessed	O
and	O
where	O
decisions	O
are	O
made	O
.	O
The	O
extent	O
of	O
technical	B-opcon
analysis	B-opcon
and	O
evaluation	B-opcon
required	O
should	O
be	O
commensurate	O
with	O
the	O
consequences	O
of	O
the	O
issue	O
requiring	O
a	O
decision	O
.	O
The	O
work	O
required	O
to	O
conduct	O
a	O
formal	O
evaluation	B-opcon
is	O
significant	O
and	O
applicability	O
should	O
be	O
based	O
on	O
the	O
nature	O
of	O
the	O
problem	O
TBR	O
.	O
It	O
is	O
important	O
to	O
understand	O
the	O
decision	O
needed	O
in	O
the	O
context	O
of	O
the	O
mission	B-seterm
and	O
system	B-syscon
,	O
which	O
requires	O
knowledge	O
of	O
the	O
intended	O
outcome	O
in	O
terms	O
of	O
technical	B-opcon
performance	B-mea
,	O
cost	B-mea
,	O
and	O
schedule	B-opcon
.	O
A	O
part	O
of	O
this	O
understanding	O
is	O
the	O
definition	O
of	O
the	O
decision	O
criteria	O
,	O
or	O
the	O
measures	O
that	O
are	O
important	O
to	O
characterize	O
the	O
options	O
for	O
making	O
a	O
decision	O
.	O
The	O
specific	O
decision	O
making	O
body	O
,	O
whether	O
the	O
program	B-opcon
project	B-grp
manager	I-grp
,	O
chief	O
engineer	O
,	O
line	O
management	O
,	O
or	O
control	O
board	O
should	O
also	O
be	O
well	O
defined	O
.	O
Based	O
on	O
this	O
understanding	O
,	O
then	O
the	O
specific	O
approach	O
to	O
decision	O
making	O
can	O
be	O
defined	O
.	O
For	O
small	O
satellites	O
,	O
this	O
is	O
accomplished	O
by	O
allowing	O
the	O
orbit	O
to	O
slowly	O
decay	O
until	O
the	O
satellite	O
eventually	O
burns	O
up	O
in	O
Earth	O
s	O
atmosphere	O
.	O
The	O
process	B-opcon
of	O
normalization	O
is	O
making	O
a	O
scale	O
so	O
that	O
all	O
different	O
kinds	O
of	O
criteria	O
can	O
be	O
compared	O
or	O
added	O
together	O
.	O
No	O
matter	O
how	O
normalization	O
is	O
done	O
,	O
the	O
most	O
important	O
thing	O
to	O
remember	O
is	O
to	O
have	O
operational	B-opcon
definitions	O
of	O
the	O
scale	O
.	O
An	O
operational	B-opcon
definition	O
is	O
a	O
repeatable	B-opcon
,	O
measurable	O
number	O
.	O
Generally	O
,	O
a	O
single	O
alternative	O
should	O
be	O
recommended	O
.	O
However	O
,	O
if	O
the	O
alternatives	O
do	O
not	O
significantly	O
differ	O
,	O
or	O
if	O
uncertainty	O
reduction	O
could	O
credibly	O
alter	O
the	O
ranking	O
,	O
the	O
recommendation	O
should	O
include	O
all	O
closely	O
ranked	O
alternatives	O
for	O
a	O
final	O
selection	O
by	O
the	O
decision	O
maker	O
.	O
If	O
a	O
different	O
option	O
is	O
recommended	O
,	O
an	O
explanation	O
should	O
be	O
provided	O
as	O
to	O
why	O
the	O
lower	O
score	O
is	O
preferred	O
.	O
Usually	O
,	O
if	O
an	O
alternative	O
having	O
a	O
lower	O
score	O
is	O
recommended	O
,	O
the	O
risks	B-mea
or	O
disadvantages	O
were	O
too	O
great	O
for	O
the	O
highest	O
ranking	O
alternative	O
indicating	O
the	O
scoring	O
methods	O
did	O
not	O
properly	O
rank	O
the	O
alternatives	O
.	O
Sometimes	O
the	O
benefits	O
and	O
advantages	O
of	O
a	O
lower	O
or	O
close	O
score	O
outweigh	O
the	O
highest	O
score	O
.	O
If	O
this	O
occurs	O
,	O
the	O
decision	O
criteria	O
should	O
be	O
reevaluated	O
,	O
not	O
only	O
the	O
weights	O
,	O
but	O
the	O
basic	O
definitions	O
of	O
what	O
is	O
being	O
measured	O
for	O
each	O
alternative	O
.	O
The	O
criteria	O
should	O
be	O
updated	O
,	O
with	O
concurrence	B-opcon
from	O
the	O
decision	O
maker	O
,	O
to	O
more	O
correctly	O
reflect	O
the	O
suitability	B-mea
of	O
each	O
alternative	O
.	O
Larger	O
,	O
more	O
massive	O
satellites	O
and	O
observatories	O
should	O
be	O
designed	O
to	O
demise	O
or	O
deorbit	O
in	O
a	O
controlled	O
manner	O
so	O
that	O
they	O
can	O
be	O
safely	O
targeted	O
for	O
impact	O
in	O
a	O
remote	O
area	O
of	O
the	O
ocean	O
.	O
The	O
team	O
should	O
produce	O
a	O
report	O
to	O
document	O
all	O
major	O
recommendations	O
to	O
serve	O
as	O
a	O
backup	O
to	O
any	O
presentation	O
materials	O
used	O
.	O
A	O
report	O
in	O
conjunction	O
with	O
a	O
decision	B-opcon
matrix	I-opcon
provides	O
clearly	O
documented	O
rationale	O
for	O
the	O
presentation	O
materials	O
especially	O
for	O
complex	O
decisions	O
.	O
Decisions	O
are	O
typically	O
captured	O
in	O
meeting	O
minutes	O
and	O
should	O
be	O
captured	O
in	O
the	O
report	O
as	O
well	O
.	O
Based	O
on	O
the	O
mission	B-seterm
and	O
system	B-syscon
context	O
and	O
the	O
decision	O
made	O
,	O
the	O
report	O
may	O
be	O
a	O
simple	O
white	O
paper	O
or	O
a	O
more	O
formally	O
formatted	O
document	O
.	O
The	O
important	O
characteristic	O
of	O
the	O
report	O
is	O
the	O
content	O
,	O
which	O
fully	O
documents	O
the	O
decision	O
needed	O
,	O
assessments	B-opcon
done	O
,	O
recommendations	O
,	O
and	O
decision	O
finally	O
made	O
.	O
Analysis	B-opcon
of	I-opcon
Alternatives	I-opcon
is	O
a	O
formal	O
analysis	B-opcon
method	O
that	O
compares	O
alternative	O
approaches	O
by	O
estimating	O
their	O
ability	O
to	O
satisfy	O
mission	B-seterm
requirements	B-opcon
through	O
an	O
effectiveness	B-mea
analysis	B-opcon
and	O
by	O
estimating	O
their	O
LCCs	O
through	O
a	O
cost	B-mea
analysis	B-opcon
.	O
The	O
results	B-mea
of	O
these	O
two	B-cardinal
analyses	O
are	O
used	O
together	O
to	O
produce	O
a	O
cost	B-mea
effectiveness	B-mea
comparison	O
that	O
allows	O
decision	O
makers	O
to	O
assess	O
the	O
relative	O
value	B-mea
or	O
potential	O
programmatic	B-opcon
returns	O
of	O
the	O
alternatives	O
.	O
An	O
analysis	B-opcon
of	I-opcon
alternatives	I-opcon
broadly	O
examines	O
multiple	O
elements	O
of	O
program	B-opcon
or	O
project	B-seterm
alternatives	O
including	O
technical	B-opcon
performance	B-mea
,	O
risk	B-mea
,	O
LCC	B-abb
,	O
and	O
programmatic	B-opcon
aspects	O
.	O
A	O
number	O
of	O
processes	B-seterm
can	O
be	O
used	O
to	O
develop	O
the	O
appropriate	O
level	O
of	O
understanding	O
required	O
for	O
successful	O
technology	O
insertion	O
.	O
The	O
intent	O
of	O
this	O
appendix	O
is	O
to	O
describe	O
a	O
systematic	O
process	B-opcon
that	O
can	O
be	O
used	O
as	O
an	O
example	O
of	O
how	O
to	O
apply	O
standard	O
SEG	B-abb
practices	O
to	O
perform	O
a	O
comprehensive	O
TA	O
.	O
In	O
addition	O
to	O
uncertainty	O
about	O
when	O
this	O
part	O
of	O
the	O
phase	B-event
begins	O
,	O
the	O
activities	O
associated	O
with	O
safe	O
closeout	O
of	O
a	O
system	B-syscon
may	O
be	O
long	O
and	O
complex	O
and	O
may	O
affect	O
the	O
system	B-syscon
design	B-opcon
.	O
The	O
TA	O
comprises	O
two	B-cardinal
parts	O
,	O
a	O
TMA	O
and	O
an	O
Advancement	B-opcon
Degree	I-opcon
of	I-opcon
Difficulty	I-opcon
Assessment	I-opcon
AD2	B-art
.	O
The	O
process	B-opcon
begins	O
with	O
the	O
TMA	O
which	O
is	O
used	O
to	O
determine	O
technological	O
maturity	O
via	O
NASA	B-org
s	O
TRL	O
scale	O
.	O
It	O
then	O
proceeds	O
to	O
develop	O
an	O
understanding	O
of	O
what	O
is	O
required	O
to	O
advance	O
the	O
level	O
of	O
maturity	O
through	O
the	O
AD2	B-art
.	O
It	O
is	O
necessary	O
to	O
conduct	O
TAs	O
at	O
various	O
stages	O
throughout	O
a	O
program	B-opcon
project	B-seterm
to	O
provide	O
the	O
KDP	O
products	B-seterm
required	O
for	O
transition	B-opcon
between	O
phases	B-event
.	O
The	O
initial	O
TMA	O
provides	O
the	O
baseline	B-opcon
maturity	O
of	O
the	O
system	B-syscon
s	O
required	O
technologies	O
at	O
program	B-opcon
project	B-seterm
outset	O
and	O
allows	O
monitoring	O
progress	O
throughout	O
development	B-opcon
.	O
The	O
final	O
TMA	O
is	O
performed	O
just	O
prior	O
to	O
the	O
PDR	O
.	O
It	O
forms	O
the	O
basis	O
for	O
the	O
TRAR	O
,	O
which	O
documents	O
the	O
maturity	O
of	O
the	O
technological	O
advancement	O
required	O
by	O
the	O
systems	B-syscon
,	O
subsystems	B-syscon
,	O
and	O
components	O
demonstrated	O
through	O
test	B-opcon
and	O
analysis	B-opcon
.	O
The	O
initial	O
AD2provides	O
the	O
material	O
necessary	O
to	O
develop	O
preliminary	O
cost	B-mea
and	O
to	O
schedule	B-opcon
plans	O
and	O
preliminary	O
risk	B-opcon
assessments	I-opcon
.	O
In	O
subsequent	O
assessments	B-opcon
,	O
the	O
information	O
is	O
used	O
to	O
build	O
the	O
Technology	B-opcon
Development	I-opcon
Plan	I-opcon
and	O
in	O
the	O
process	B-opcon
,	O
identify	O
alternative	O
paths	O
,	O
fallback	O
positions	O
,	O
and	O
performance	B-mea
descope	B-opcon
options	O
.	O
The	O
information	O
is	O
also	O
vital	O
to	O
preparing	O
milestones	O
and	O
metrics	O
for	O
subsequent	O
EVM	O
.	O
Consequently	O
,	O
different	O
options	O
and	O
strategies	O
should	O
be	O
considered	O
during	O
the	O
project	B-seterm
s	O
earlier	O
phases	B-event
along	O
with	O
the	O
costs	B-mea
and	O
risks	B-mea
associated	O
with	O
the	O
different	O
options	O
.	O
The	O
TA	O
process	B-opcon
makes	O
use	O
of	O
basic	O
SEG	B-abb
principles	O
and	O
processes	B-seterm
.	O
It	O
is	O
structured	O
to	O
occur	O
within	O
the	O
framework	O
of	O
the	O
PBS	O
to	O
facilitate	O
incorporation	O
of	O
the	O
results	B-mea
.	O
Using	O
the	O
PBS	O
as	O
a	O
framework	O
has	O
a	O
twofold	O
benefit	O
it	O
breaks	O
the	O
problem	O
down	O
into	O
systems	B-syscon
,	O
subsystems	B-syscon
,	O
and	O
components	O
that	O
can	O
be	O
more	O
accurately	O
assessed	O
;	O
and	O
it	O
provides	O
the	O
results	B-mea
of	O
the	O
assessment	O
in	O
a	O
format	O
that	O
can	O
be	O
readily	O
used	O
in	O
the	O
generation	O
of	O
program	B-opcon
costs	B-mea
and	O
schedules	B-opcon
.	O
It	O
can	O
also	O
be	O
highly	O
beneficial	O
in	O
providing	O
milestones	O
and	O
metrics	O
for	O
progress	O
tracking	O
using	O
EVM	O
.	O
As	O
discussed	O
above	O
,	O
it	O
is	O
a	O
two	B-cardinal
step	O
process	B-opcon
comprised	O
of	O
1	B-cardinal
the	O
determination	O
of	O
the	O
current	O
technological	O
maturity	O
in	O
terms	O
of	O
TRLs	O
and	O
2	B-cardinal
the	O
determination	O
of	O
the	O
difficulty	O
associated	O
with	O
moving	O
a	O
technology	O
from	O
one	B-cardinal
TRL	O
to	O
the	O
next	O
through	O
the	O
use	O
of	O
the	O
AD2	B-art
.	O
Note	O
the	O
second	O
box	O
particularly	O
refers	O
to	O
heritage	B-mea
systems	B-syscon
.	O
If	O
the	O
architecture	B-opcon
and	O
the	O
environment	O
have	O
changed	O
,	O
then	O
the	O
TRL	O
drops	O
to	O
TRL	O
5	B-cardinal
at	O
least	O
initially	O
.	O
Additional	O
testing	B-opcon
may	O
need	B-opcon
to	O
be	O
done	O
for	O
heritage	B-mea
systems	B-syscon
for	O
the	O
new	O
use	O
or	O
new	O
environment	O
.	O
If	O
in	O
subsequent	O
analysis	B-opcon
the	O
new	O
environment	O
is	O
sufficiently	O
close	O
to	O
the	O
old	O
environment	O
or	O
the	O
new	O
architecture	B-opcon
sufficiently	O
close	O
to	O
the	O
old	O
architecture	B-opcon
,	O
then	O
the	O
resulting	O
evaluation	B-opcon
could	O
be	O
TRL	O
6	B-cardinal
or	O
7	B-cardinal
,	O
but	O
the	O
most	O
important	O
thing	O
to	O
realize	O
is	O
that	O
it	O
is	O
no	O
longer	O
at	O
TRL	O
9	B-cardinal
.	O
Applying	O
this	O
process	B-opcon
at	O
the	O
system	B-syscon
level	O
and	O
then	O
proceeding	O
to	O
lower	O
levels	O
of	O
subsystem	O
and	O
component	O
identifies	O
those	O
elements	O
that	O
require	O
development	B-opcon
and	O
sets	O
the	O
stage	O
for	O
the	O
subsequent	O
phase	B-event
,	O
determining	O
the	O
AD2	B-art
.	O
NASA	B-org
policy	O
recognizes	O
the	O
need	B-opcon
to	O
accommodate	O
the	O
unique	O
aspects	O
of	O
each	O
program	B-opcon
or	O
project	B-seterm
to	O
achieve	O
mission	B-seterm
success	O
in	O
an	O
efficient	O
and	O
economical	O
manner	O
.	O
The	O
problem	O
of	O
multiple	O
elements	O
being	O
at	O
low	O
TRLs	O
is	O
dealt	O
with	O
in	O
the	O
AD2	B-art
process	B-opcon
.	O
Note	O
that	O
the	O
issue	O
of	O
integration	B-opcon
affects	O
the	O
TRL	O
of	O
every	O
system	B-syscon
,	O
subsystem	O
,	O
and	O
component	O
.	O
All	O
of	O
the	O
elements	O
can	O
be	O
at	O
a	O
higher	O
TRL	O
,	O
but	O
if	O
they	O
have	O
never	O
been	O
integrated	O
as	O
a	O
unit	O
,	O
the	O
TRL	O
will	O
be	O
lower	O
for	O
the	O
unit	O
.	O
How	O
much	O
lower	O
depends	O
on	O
the	O
complexity	O
of	O
the	O
integration	B-opcon
.	O
The	O
assessed	O
complexity	O
depends	O
upon	O
the	O
combined	O
judgment	O
of	O
the	O
engineers	O
.	O
It	O
is	O
important	O
to	O
have	O
a	O
good	O
cross	O
section	O
of	O
senior	O
people	O
sitting	O
in	O
judgment	O
.	O
The	O
V	B-abb
&	I-abb
V	I-abb
Plan	O
needs	B-opcon
to	O
be	O
baselined	O
after	O
the	O
comments	O
from	O
PDR	O
are	O
incorporated	O
.	O
In	O
this	O
annotated	O
outline	O
,	O
the	O
use	O
of	O
the	O
term	O
system	B-syscon
is	O
indicative	O
of	O
the	O
entire	O
scope	O
for	O
which	O
this	O
plan	O
is	O
developed	O
.	O
This	O
may	O
be	O
an	O
entire	O
spacecraft	O
,	O
just	O
the	O
avionics	O
system	B-syscon
,	O
or	O
a	O
card	O
within	O
the	O
avionics	O
system	B-syscon
.	O
Likewise	O
,	O
the	O
terms	O
end	O
item	O
,	O
subsystem	O
,	O
or	O
element	O
are	O
meant	O
to	O
imply	O
the	O
lower	O
level	O
products	B-seterm
that	O
,	O
when	O
integrated	O
together	O
,	O
will	O
produce	O
the	O
system	B-syscon
.	O
The	O
general	O
term	O
end	O
item	O
is	O
used	O
to	O
encompass	O
activities	O
regardless	O
of	O
whether	O
the	O
end	O
item	O
is	O
a	O
hardware	B-syscon
or	O
software	B-syscon
element	O
.	O
Tailoring	B-opcon
is	O
a	O
process	B-opcon
used	O
to	O
accomplish	O
this	O
.	O
The	O
SEMP	O
provides	O
the	O
specifics	O
of	O
the	O
technical	B-opcon
effort	O
and	O
describes	O
what	O
technical	B-opcon
processes	I-opcon
will	O
be	O
used	O
,	O
how	O
the	O
processes	B-seterm
will	O
be	O
applied	O
using	O
appropriate	O
activities	O
,	O
how	O
the	O
project	B-seterm
will	O
be	O
organized	O
to	O
accomplish	O
the	O
activities	O
,	O
and	O
the	O
resources	O
required	O
for	O
accomplishing	O
the	O
activities	O
.	O
The	O
SEMP	O
provides	O
the	O
framework	O
for	O
realizing	O
the	O
appropriate	O
work	O
products	B-seterm
that	O
meet	O
the	O
entry	O
and	O
success	B-opcon
criteria	I-opcon
of	O
the	O
applicable	O
project	B-opcon
life	I-opcon
cycle	I-opcon
phases	B-event
to	O
provide	O
management	O
with	O
necessary	O
information	O
for	O
assessing	O
technical	B-opcon
progress	O
.	O
Because	O
the	O
SEMP	O
provides	O
the	O
specific	O
technical	B-opcon
and	O
management	O
information	O
to	O
understand	O
the	O
technical	B-opcon
integration	B-opcon
and	O
interfaces	B-syscon
,	O
its	O
documentation	O
and	O
approval	B-opcon
serve	O
as	O
an	O
agreement	O
within	O
the	O
project	B-seterm
of	O
how	O
the	O
technical	B-opcon
work	O
will	O
be	O
conducted	O
.	O
The	O
SEMP	O
communicates	O
to	O
the	O
team	O
itself	O
,	O
managers	O
,	O
customers	O
,	O
and	O
other	O
stakeholders	B-grp
the	O
technical	B-opcon
effort	O
that	O
will	O
be	O
performed	O
by	O
the	O
assigned	O
technical	B-grp
team	I-grp
.	O
Ground	O
station	O
tracking	O
performed	O
by	O
the	O
spacecraft	O
operator	B-grp
requires	O
transponder	O
and	O
telemetry	O
equipment	B-syscon
on	O
board	O
the	O
spacecraft	O
.	O
Note	O
that	O
this	O
type	O
of	O
navigation	O
data	O
is	O
available	O
only	O
when	O
the	O
spacecraft	O
is	O
visible	O
to	O
the	O
operator	B-grp
s	O
ground	O
tracking	O
station	O
.	O
Even	O
if	O
the	O
tracking	O
stations	O
are	O
geographically	O
distributed	O
,	O
like	O
the	O
SSN	O
or	O
DSN	O
,	O
resource	O
sharing	O
allocation	O
constraints	B-seterm
will	O
limit	O
the	O
update	O
rate	O
of	O
navigation	O
data	O
.	O
It	O
is	O
possible	O
for	O
a	O
satellite	O
operator	B-grp
to	O
acquire	O
navigation	O
data	O
without	O
any	O
onboard	O
equipage	O
by	O
accessing	O
publicly	O
available	O
tracking	O
data	O
from	O
the	O
US	O
Space	O
Surveillance	B-opcon
Network	O
.	O
Designing	O
a	O
custom	O
reduction	O
drive	O
,	O
and	O
custom	O
placement	O
of	O
the	O
feedback	O
device	O
,	O
can	O
permit	O
tremendous	O
flexibility	B-mea
in	O
component	O
placement	O
and	O
lead	O
to	O
a	O
truly	O
mass	O
and	O
space	O
optimized	O
design	B-opcon
,	O
but	O
the	O
program	B-opcon
must	O
possess	O
the	O
financial	O
and	O
schedule	B-opcon
resources	O
to	O
perform	O
such	O
a	O
task	O
.	O
This	O
is	O
a	O
system	B-syscon
level	O
trade	O
.	O
It	O
is	O
a	O
way	O
of	O
achieving	O
stakeholder	B-grp
functional	B-opcon
,	O
physical	B-opcon
,	O
and	O
operational	B-opcon
performance	B-opcon
requirements	I-opcon
in	O
the	O
intended	O
use	O
environment	O
over	O
the	O
planned	B-seterm
life	I-seterm
of	O
the	O
system	B-syscon
within	O
cost	B-mea
,	O
schedule	B-opcon
,	O
and	O
other	O
constraints	B-seterm
.	O
Note	O
that	O
there	O
are	O
areas	O
where	O
the	O
two	B-cardinal
cornerstones	O
of	O
project	B-opcon
management	I-opcon
,	O
SE	B-abb
and	O
PP	B-abb
&	I-abb
C	I-abb
,	O
overlap	O
.	O
Customization	O
does	O
not	O
require	O
waivers	O
or	O
deviations	O
,	O
but	O
significant	O
custom	O
ization	O
should	O
be	O
documented	O
in	O
the	O
SEMP	O
.	O
Planetary	O
and	O
spur	O
reduction	O
drives	O
are	O
designs	B-opcon
that	O
can	O
be	O
tackled	O
within	O
the	O
constraints	B-seterm
of	O
some	O
programs	O
;	O
custom	O
harmonic	O
drives	O
are	O
not	O
recommended	O
;	O
they	O
are	O
,	O
with	O
almost	O
no	O
exception	O
,	O
procured	O
from	O
a	O
vendor	O
specializing	O
in	O
such	O
drives	O
.	O
A	O
motor	O
designer	O
must	O
ensure	O
that	O
adequate	O
torque	O
margin	B-seterm
exists	O
to	O
drive	O
the	O
mechanism	O
.	O
Torque	O
margin	B-seterm
helps	O
account	O
for	O
variations	O
in	O
torque	O
due	O
to	O
speed	O
and	O
temperature	O
,	O
as	O
well	O
as	O
losses	O
that	O
are	O
very	O
difficult	O
to	O
model	B-opcon
mathematically	O
.	O
Also	O
,	O
adequate	O
torque	O
margin	B-seterm
ensures	O
that	O
the	O
mechanism	O
has	O
,	O
in	O
some	O
cases	O
,	O
sufficient	O
torque	O
authority	O
to	O
drive	O
through	O
jams	O
or	O
other	O
torque	O
anomalies	O
.	O
One	B-cardinal
of	O
the	O
primary	O
design	B-opcon
objectives	B-opcon
in	O
selecting	O
and	O
sizing	O
power	O
transmission	O
components	O
is	O
to	O
make	O
them	O
as	O
transparent	O
to	O
the	O
mechanism	O
as	O
possible	O
that	O
is	O
,	O
to	O
minimize	O
force	O
,	O
torque	O
and	O
frequency	B-mea
perturbations	O
coming	O
from	O
the	O
components	O
themselves	O
.	O
A	O
seamless	O
connection	O
between	O
the	O
prime	O
mover	O
and	O
the	O
driven	O
element	O
makes	O
for	O
a	O
much	O
easier	O
analysis	B-opcon
,	O
and	O
furthermore	O
,	O
a	O
much	O
less	O
complicated	O
control	O
law	O
and	O
plant	O
dynamics	O
model	B-opcon
.	O
Of	O
course	O
,	O
in	O
practice	O
,	O
there	O
is	O
no	O
such	O
thing	O
,	O
but	O
the	O
mechanism	O
designer	O
strives	O
for	O
this	O
objective	B-opcon
by	O
implementing	O
the	O
following	O
derived	B-opcon
requirements	I-opcon
on	O
power	O
transmission	O
components	O
:	O
Low	O
mass	O
equals	O
low	O
inertia	O
,	O
High	O
stiffness	O
,	O
Positively	O
located	O
and	O
aligned	O
,	O
Low	O
parasitic	O
drag	O
,	O
Minimal	O
backlash	O
or	O
free	O
play	O
.	O
Rolling	O
element	O
bearings	O
are	O
the	O
principal	O
means	O
for	O
releasing	O
rotational	O
degrees	O
of	O
freedom	O
in	O
rotary	O
systems	B-syscon
.	O
Their	O
use	O
requires	O
dutiful	O
handling	O
and	O
exacting	O
machining	O
tolerances	O
,	O
but	O
when	O
properly	O
used	O
,	O
they	O
can	O
afford	O
nearly	O
frictionless	O
rotation	O
for	O
many	O
thousands	O
of	O
hours	O
.	O
They	O
are	O
preferred	O
over	O
bushings	O
for	O
rotating	O
applications	O
,	O
with	O
the	O
caveats	O
that	O
they	O
occupy	O
more	O
space	O
and	O
are	O
less	O
forgiving	O
of	O
heavy	O
shock	O
loading	O
than	O
bushings	O
.	O
Tailoring	B-opcon
and	O
customization	O
are	O
essential	O
SEG	B-abb
tools	O
that	O
are	O
an	O
accepted	O
and	O
expected	O
part	O
of	O
establishing	O
the	O
proper	O
SE	B-abb
NPR	O
requirements	B-opcon
for	O
a	O
program	B-opcon
or	O
project	B-seterm
.	O
Compared	O
to	O
a	O
bushing	O
suspended	O
rotating	O
assembly	B-opcon
,	O
rolling	O
element	O
bearings	O
,	O
and	O
in	O
particular	O
ball	O
bearings	O
,	O
offer	O
tighter	O
location	O
control	O
,	O
better	O
stiffness	O
,	O
less	O
jitter	O
,	O
considerably	O
less	O
parasitic	O
drag	O
,	O
longer	O
life	O
,	O
and	O
superior	O
speed	O
capability	O
.	O
Lubrication	O
of	O
spacecraft	O
mechanism	O
components	O
is	O
essential	O
to	O
assure	O
smooth	O
operation	B-opcon
and	O
long	O
life	O
.	O
NASA	B-org
Lewis	O
Research	O
Center	O
has	O
produced	O
a	O
wealth	O
of	O
technical	B-opcon
papers	O
on	O
the	O
various	O
aspects	O
of	O
lubrication	O
of	O
spacecraft	O
systems	B-syscon
.	O
An	O
excellent	O
introductory	O
text	O
is	O
Jones	O
and	O
Jansen	O
2000	B-cardinal
,	O
which	O
also	O
provides	O
an	O
extensive	O
bibliography	O
of	O
more	O
advanced	O
texts	O
on	O
the	O
subject	O
.	O
Mechanisms	O
can	O
be	O
either	O
open	O
loop	O
or	O
closed	O
loop	O
control	O
.	O
In	O
an	O
open	O
loop	O
system	B-syscon
,	O
the	O
mechanism	O
responds	O
to	O
sent	O
commands	O
directly	O
and	O
there	O
is	O
no	O
feedback	O
.	O
An	O
open	O
loop	O
stepper	O
motor	O
is	O
driven	O
by	O
a	O
series	O
of	O
pulses	O
.	O
It	O
moves	O
one	B-cardinal
step	O
in	O
response	O
to	O
each	O
pulse	O
.	O
Open	O
loop	O
control	O
is	O
used	O
for	O
relatively	O
simple	O
low	O
performance	B-mea
mechanism	O
.	O
Lubrication	O
of	O
spacecraft	O
mechanism	O
components	O
is	O
essential	O
to	O
assure	O
smooth	O
operation	B-opcon
and	O
long	O
life	O
.	O
Although	O
tailoring	B-opcon
is	O
expected	O
for	O
all	O
sizes	O
of	O
projects	B-seterm
and	O
programs	O
,	O
small	O
projects	B-seterm
present	O
opportunities	O
and	O
challenges	O
that	O
are	O
different	O
from	O
those	O
of	O
large	O
,	O
traditional	O
projects	B-seterm
such	O
as	O
the	O
Shuttle	O
,	O
International	O
Space	O
Station	O
,	O
Hubble	O
Space	O
Telescope	O
,	O
and	O
Mars	O
Science	O
Laboratory	O
.	O
NASA	B-org
Lewis	O
Research	O
Center	O
has	O
produced	O
a	O
wealth	O
of	O
technical	B-opcon
papers	O
on	O
the	O
various	O
aspects	O
of	O
lubrication	O
of	O
spacecraft	O
systems	B-syscon
.	O
An	O
excellent	O
introductory	O
text	O
is	O
Jones	O
and	O
Jansen	O
2000	B-cardinal
,	O
which	O
also	O
provides	O
an	O
extensive	O
bibliography	O
of	O
more	O
advanced	O
texts	O
on	O
the	O
subject	O
.	O
Mechanisms	O
and	O
deployable	O
systems	B-syscon
are	O
typically	O
restrained	O
for	O
launch	O
to	O
survive	O
the	O
high	O
vibration	O
environment	O
and	O
then	O
released	O
on	O
orbit	O
.	O
Solar	O
array	O
panels	O
and	O
deployable	O
antennas	O
typically	O
have	O
several	O
points	O
of	O
restraint	O
chosen	O
to	O
give	O
acceptable	O
stiffness	O
.	O
Over	O
the	O
years	O
,	O
many	O
different	O
technologies	O
have	O
been	O
used	O
for	O
launch	O
restraint	O
and	O
release	O
.	O
Due	O
to	O
the	O
vacuum	O
of	O
space	O
and	O
the	O
usual	O
proximity	O
of	O
mechanisms	O
to	O
sensitive	O
hardware	B-syscon
such	O
as	O
optics	O
,	O
cleaning	O
and	O
